symbol,globalScore_x,globalScore_y,chembl
B3GNT2,0.3468724940400784,,
ZFP36L1,0.3449878335753422,,
AKAP11,0.3449664287392524,,
CARD9,0.343417018117749,,
GPR18,0.3432111277211362,,
ADAM30,0.3430843359920571,,
ITLN1,0.3420588807081444,,
CXCR2,0.3414620548030952,0.3590017812809512,0.1215861595223242
CACNA1S,0.3414556193264151,0.3506951156935326,0.0607930797611621
CCDC122,0.3405567897600046,,
RUNX3,0.3402684360443123,,
PPP5C,0.3400267757972934,,
CHEK2,0.3400134663099256,,
PITX2,0.3387503437165917,,
PKHD1,0.3371452821065851,,
TSPAN14,0.3365290544884738,,
PEX13,0.3358952622944846,,
FERMT1,0.3354607688278676,,
IL37,0.3350632186968778,,
KIF21B,0.3345540148930882,,
CCL20,0.33409301484976,,
NFKBIA,0.332605859674481,,
DNMT3B,0.3317496318443111,,
SLAIN2,0.3312343567139144,,
SPMIP7,0.3305912697167446,,
TSHR,0.3302266783988812,,
PTGIS,0.3300861222388963,,
SEMA6D,0.3300594087261173,,
LGI2,0.3299741413058398,,
CACNB2,0.3295094067504567,,
SLC7A10,0.3273778486096035,,
LSP1,0.3272507362354477,,
NDFIP1,0.3271508003640485,,
ZPBP2,0.3263093685129207,,
ADO,0.3262202772569071,,
BASP1,0.3256339129179397,,
CDYL2,0.3254551390843883,,
EDNRB,0.3252737536233182,,
IL1R1,0.3251742921843678,,
TMEM17,0.3251590147100164,,
RGS14,0.3251056894592328,,
ZBTB7C,0.3241322793943184,,
TRAF3IP2,0.3240497806833261,,
GCKR,0.323165896736287,,
SOX14,0.3231209182771675,,
FAP,0.322982806734754,,
OSER1,0.322821660438534,,
SBNO2,0.32278191686013,,
LRRC32,0.322571754911486,,
ZNF423,0.3222938478554923,,
AHR,0.3218405581861623,,
IL27,0.3215599342456532,,
FHL1,0.3200574589084516,,
PTPN22,0.319808627278849,,
OTUD3,0.3187488487912542,,
TG,0.3182617389109327,,
CNTNAP2,0.3181070612883688,,
MFHAS1,0.3178916152240447,,
CSMD3,0.3176275391572438,,
ZEB2,0.3175063996085303,,
HHAT,0.3173829290389006,,
IFNLR1,0.3167417954395792,,
FOXO1,0.3166544261312395,,
GREB1,0.31603716307216,,
SLIT3,0.3152628770927964,,
SKAP2,0.3151681036386867,,
ERAP2,0.3149568016585999,,
UBE3D,0.3132091998631302,,
ANTXR2,0.3131173898489204,,
NTM,0.3128865238177469,,
ZC3H12C,0.312793165460773,,
PLA2G2E,0.3127198333252811,,
GRIK2,0.3113346355486486,,
SBSPON,0.3102112333641885,,
PDK1,0.3096758907110511,,
CCDC178,0.3094865397892538,,
SLC4A4,0.3089674280592099,,
SIRPG,0.3086264807824173,,
TMPRSS2,0.3076498889984901,,
CDC37,0.3070017204466072,,
SH2B3,0.3063500495923483,,
NLGN4X,0.3062010189236027,,
SLC2A13,0.3060982996583744,,
ELF1,0.3059188536132999,,
TUB,0.3053282207536046,,
HNF4A,0.3042563840877565,,
TNFRSF1A,0.3040155539821446,,
TOX2,0.303349362763925,,
AUH,0.3028109586711027,,
SATB1,0.3024180564550677,,
MAMDC2,0.3022023584839086,,
CTLA4,0.3003388979247618,,
LRMDA,0.299797767454465,,
BTNL2,0.2988418718191684,,
PDE4B,0.2986284363736451,0.5678067231320546,0.8024308134278021
CCND3,0.2983577969646633,,
IL1R2,0.2982527737759283,,
REXO2,0.2979837017395207,,
HLA-DRB1,0.2969406109721957,,
CDH13,0.2964362355611416,,
GGTLC1,0.2963658814773115,,
KCTD12,0.2958516675074044,,
IQCA1,0.2951698227706653,,
ID4,0.2945127796914878,,
P4HA2,0.2944216033262723,,
TNFSF11,0.2936541635766448,0.304911295429713,0.0607930797611621
PRDM11,0.2932206436460176,,
TYK2,0.2928649275861614,0.6316811585300295,0.9036882372853487
ZFAT,0.2927051946573553,,
BTBD8,0.2923181628432207,,
BCL2L11,0.2920224287179378,,
DLGAP1,0.2914870749630926,,
IL21R,0.2912035761878154,,
TAB2,0.2907396419879523,,
TGFB2,0.2901048643543756,,
LDB2,0.2900327765620019,,
ZNF365,0.2890596533367626,,
GRM7,0.2886780002340351,,
FRAS1,0.2884467264254683,,
IL6R,0.2882214889678895,,
FAM118A,0.2881258019067116,,
ROBO1,0.2879846441979859,,
MAF,0.2871517896872272,,
PPIF,0.2859512400966296,,
IL10,0.2857404053798056,,
FOXP1,0.2856932247855636,,
ITPKB,0.2854474000586226,,
GSDMA,0.2844320040971702,,
REPS1,0.2837892642941297,,
USH2A,0.2814280340833121,,
DNAJC27,0.2804149990072721,,
FAS,0.2791200762675487,,
GAL3ST2,0.278772696035075,,
GPX4,0.2767997434847878,,
GPX6,0.275797858185628,,
ZBTB20,0.2752770094177724,,
CEP192,0.2743478398660065,,
FADS2,0.2738982556906729,,
PDGFA,0.2736906524549441,,
ANO6,0.2732708725369425,,
IKZF3,0.2730493096607937,,
SMAD7,0.2725551457293931,0.4243099322811729,0.5673007559712443
MAGI1,0.2712711828101282,,
PSMG1,0.2710752334124694,,
HLA-DMA,0.2710301092410757,,
CEBPA,0.2708814843414718,,
IL7R,0.2696045421504081,,
CAMK2A,0.2695741054976426,,
MAP1B,0.2694334845759658,,
ZBTB38,0.2689654633266339,,
BAK1,0.2681263855523533,,
STC1,0.2676514102252451,,
CCRL2,0.2674875802616989,,
SATB2,0.2672578318052627,,
PER3,0.2654663182946219,,
IRX2,0.2642708334678945,,
TSPAN5,0.2638889990102431,,
SLAMF8,0.2635151446875227,,
TNFRSF6B,0.2625922314875754,,
IRF4,0.2625877511871681,,
PRKCE,0.2616772979157231,0.2817235829966766,0.1215861595223242
OSR1,0.2616670073801565,,
MROH2A,0.2610516698527403,,
HLA-C,0.2607403357198382,,
TCERG1L,0.2603942376847462,,
ABCB1,0.2596735307587666,,
TTC33,0.2594538342589325,,
PVALEF,0.2588468553709896,,
NXPE4,0.2587177245674716,,
FMNL2,0.2587058982792912,,
TBC1D5,0.2584076985455817,,
MMP11,0.2579638799527005,,
HLA-F,0.2576664158085732,,
TNFRSF9,0.2575134770603361,,
PROX1,0.2573155099333281,,
ZFP91,0.2568925855951298,,
ACTA2,0.2565855125213331,,
SHANK2,0.2564491441367088,,
UBAC2,0.255562442329238,,
TMTC2,0.2541055133018966,,
AMZ1,0.2533738748869162,,
APEH,0.25268806370008,,
DIP2C,0.251777082253493,,
APOE,0.2516704973403247,,
USP12,0.2512172194511531,,
FIGNL1,0.2511623995868242,,
ZGPAT,0.2509827857005298,,
NUDT4,0.2494510082734166,,
SP110,0.2491714822102792,,
ALK,0.2480083282564724,,
SPOCK3,0.2476136845267454,,
PFKFB3,0.2473107196530838,,
HLA-DQA1,0.2472508302613273,,
IGFBP5,0.2467285159443543,,
BTG3,0.2460432161605885,,
HORMAD1,0.2459667986837019,,
KAT6B,0.2446267943253822,,
FZD8,0.2444120022004671,,
AAMP,0.2436095088215061,,
WDR59,0.2433467960803629,,
NCF1,0.2430757379871134,,
UBE2D1,0.2429600119432964,,
ARL14,0.2423477735971449,,
NEDD4L,0.2418517456622448,,
HLA-DRA,0.2415727441938354,,
NOTCH2,0.2415245985382036,,
CUL1,0.2413440590059485,,
IRF6,0.2410448875578087,,
NCF4,0.2406669324727903,,
RMI2,0.2404954362468662,,
CDC123,0.2403839611931422,,
BLID,0.2399974019874905,,
LTBR,0.2391684260438812,,
GSDMC,0.2387885452539757,,
ZNF366,0.2373899489984614,,
ITGAL,0.2372520217230099,,
PTGIR,0.2364654056359284,,
YDJC,0.2360413244351047,,
HLA-DQB1,0.2360410204304444,,
BRD7,0.2344523601216486,,
GABRA2,0.234176073637626,0.5883828742188718,0.8708181332141892
CYTH1,0.233529011723555,,
CAMK2G,0.2327565993264348,,
SLCO6A1,0.2323747091035328,,
C3orf49,0.2323562050157309,,
S100A7A,0.2316319462076949,,
NEU4,0.2310555904423764,,
OR4F4,0.2310120152089799,,
RTEL1-TNFRSF6B,0.2309102218122935,,
DUSP16,0.2306479472814779,,
SRP14,0.2294776518427126,,
CH25H,0.2292472880762114,,
SMIM23,0.2288773924516251,,
PNKD,0.2288475737704033,,
TMCO4,0.2283470584105878,,
ELP3,0.227705577034219,,
ERN1,0.2271247772247529,,
SNAPC4,0.2270561211936713,,
BOK,0.2269897374055738,,
DCTD,0.2267442318476368,,
CAVIN1,0.226554306110725,,
HADH,0.2261326414563551,,
PTGER3,0.2258400400608189,,
ENC1,0.2258029114765195,,
PHACTR2,0.2252360082589742,,
EDN3,0.2241845421908434,,
EFNA1,0.2235497336618332,,
MMP9,0.2227625452196792,0.2493179279112148,0.162537053528107
LY75,0.2223009074747803,,
XYLT1,0.2216419185180065,,
ITGAV,0.2215889609672398,,
CRTC3,0.2214320524377781,,
OAT,0.2191409522375934,,
ZMIZ1,0.2190626808237636,,
DDX56,0.218871351030109,,
GIPC2,0.2183181943692337,,
RPL3,0.2179483406655446,,
CXCL5,0.2173621262992559,,
FGF7,0.2173411943246217,,
LAMB1,0.2159066830276063,,
GTF2IRD2,0.2157781063812369,,
SULT1A2,0.2136019804197666,,
RNF207,0.2131792292781384,,
CLEC16A,0.2130732471764439,,
HEXB,0.213018287771614,,
ABCB5,0.2129858984911301,,
SOCS1,0.2119925142135597,,
NOS2,0.2116090683206801,,
ZFP91-CNTF,0.2115056677697913,,
USP25,0.2109983773369841,,
ATOH8,0.2106039008296355,,
DNER,0.2103400424005255,,
UQCR10,0.2100456086714561,,
SOX11,0.2083497504765509,,
PHTF1,0.2079265514503726,,
CFTR,0.2077552636311727,,
BSN,0.2077111391864595,,
IMPG2,0.2066733462077282,,
MAGI3,0.2043025529828697,,
FASLG,0.2042986673440252,,
FAM227B,0.2039294543308205,,
ITGB8,0.2037793289041897,,
SPATC1,0.2032636578542137,,
REV3L,0.2030365013052353,,
UBE2L3,0.2026463046587362,,
GATD3,0.2017171735936536,,
NPEPPS,0.201286654801453,,
MST1,0.1998612463746064,,
GRID2IP,0.1995992554697445,,
FCAR,0.198702215053605,,
SLC6A7,0.1984494107546434,,
RBPJ,0.1984108276770841,,
CCDC88B,0.197529718067699,,
MACF1,0.197024631938872,,
FAM171B,0.1967121992278076,,
GPC5,0.196374125137932,,
FAM53B,0.1940965803309836,,
ZDHHC14,0.1940656740986193,,
SYT13,0.1937767459847985,,
INTS11,0.1909853736680128,,
IL2,0.1907994518623922,,
LY75-CD302,0.1901423669111011,,
APOBR,0.1897814613699117,,
GSDMB,0.1896446234411524,,
GPBAR1,0.189512745972456,,
PSORS1C1,0.1894277063449791,,
PANX1,0.1892995717977532,,
MMP23B,0.1888798807892385,,
BRMS1L,0.1883284596469697,,
CTSW,0.1879956010373475,,
RIPOR2,0.1876050474899383,,
TOM1,0.1869174788947242,,
BLTP1,0.1864811132859291,,
SUFU,0.1863909825250708,,
CCR6,0.1862522917842817,,
MACROD2,0.1860343721318255,,
ATXN2,0.185265522030589,,
TMEM258,0.1844869970785542,,
TNP2,0.1829783552326033,,
SLC43A3,0.1826545719317277,,
TNIP1,0.1818186766695043,,
CDH3,0.1813016438677073,,
ABI1,0.1812916083856872,,
LPP,0.1812688637777641,,
WNT2,0.1808293756507941,,
CALHM6,0.1806992166473225,,
KLF3,0.1806039875904211,,
EEF1AKMT2,0.1794653650630212,,
INS,0.1790237200840455,,
SYNGR1,0.1789250598372294,,
DRD1,0.1778777143296196,,
FADS1,0.1777724038721486,,
TMEM135,0.1777685181829126,,
PIK3CB,0.1776579122009444,,
RET,0.1771850518741825,,
ZNF300,0.176937445948177,,
GLYAT,0.1767495569943711,,
CTH,0.1764845768048974,,
ST3GAL5,0.1759804980829697,,
CCR5,0.1755005634373042,0.2121711047433485,0.0607930797611621
SCAMP3,0.1752702749555361,,
INS-IGF2,0.1744222731103022,,
CLN3,0.1740848667300563,,
MICB,0.173901942934134,,
NRIP1,0.1733564416742435,,
RFT1,0.173032275752303,,
EPHB4,0.1726942347054413,,
DGKE,0.1721570250181377,,
CCL7,0.1719065431063292,,
GPR183,0.1718967636666359,,
PTPN1,0.1717226800689272,,
HLA-DRB5,0.1697170390232353,,
TNS1,0.1691693032224978,,
PTCD2,0.16862976110791,,
TMEM182,0.1684531087955878,,
INKA2,0.1674613998327866,,
GPR12,0.1670596937191331,,
PEDS1-UBE2V1,0.1665872254824491,,
PDE4A,0.1662109503554565,0.5389890290964093,0.8024308134278021
ATXN7L3B,0.1658473367169155,,
CCL21,0.1644666635441713,,
HOXA13,0.1638666741859396,,
FCHSD2,0.1634702222946523,,
INSL4,0.1632559122384415,,
RFX4,0.1598812244641204,,
ARPC2,0.1597680055117882,,
CISD1,0.1593084058520447,,
PINX1,0.1592824938953128,,
LTA,0.1580505807676093,,
RIC8B,0.1572538373300532,,
ACADSB,0.1568537001992599,,
CHSY3,0.1566789659551909,,
SH2B1,0.1566545047486312,,
FAF1,0.1559398377893333,,
PLA2R1,0.1554020986454541,,
SAG,0.1549619488893559,,
IL6ST,0.1546501079882821,,
MYRF,0.1541144496064908,,
ZMAT5,0.1539393444517721,,
SLC9A3,0.1537652282383701,,
ZFP36L2,0.1526838042808153,,
RNFT1,0.1520261640132889,,
TMBIM1,0.1512116652122576,,
LGALS9,0.1511578266557461,,
CCL11,0.151068034646767,0.1795191641144159,0.1215861595223242
KIR3DL2,0.1509191360665677,,
FIBP,0.1508588789307721,,
MICA,0.1507129204041216,,
CEP128,0.1505707638654937,,
MAMSTR,0.14952814258762,,
LRRC55,0.1494679147108563,,
PPM1G,0.1493765397629965,,
MAP3K7,0.1488349096929622,,
IKZF4,0.1475736936477787,,
TFF3,0.1475045637265495,,
ICOSLG,0.1466857887362398,,
TBC1D1,0.1463223035608147,,
DDC,0.1461604895106291,,
KIF11,0.145806202027699,,
ATG16L2,0.1457465223671381,,
NOTCH1,0.1452813972002981,,
PLAGL2,0.1448797697786903,,
SFMBT1,0.1448748689998936,,
KDELR2,0.1447701343484634,,
KRT72,0.1447130842358853,,
LCE3B,0.1446820994985953,,
LCE3A,0.1445447920077856,,
MUC1,0.1442666430572496,,
ZNF583,0.1440323058760393,,
CFDP1,0.143312056287027,,
CCNY,0.1430232554500006,,
IQCH,0.1421164221396715,,
PROCR,0.1421019550308117,,
KIF9,0.1418873186266479,,
SLC9A4,0.1417373591865154,,
TNP1,0.1417060887095692,,
BRD2,0.1411385779849396,,
LSM14A,0.1404992587117332,,
RPS26,0.1401101441796708,,
ADAMTSL1,0.1393617539749121,,
B3GALT6,0.1392000156646831,,
GPX1,0.1380205696770118,,
ACO2,0.1378431180654907,,
TMEM171,0.1373516106453231,,
EIF3CL,0.1369454660418468,,
ARSB,0.1360216769941828,,
HR,0.135342411756784,,
RDX,0.1351052799736881,,
CCR2,0.1335452838668221,,
HECTD4,0.1333877460720754,,
IGF2,0.1320198116186158,,
SPIDR,0.1319759784830607,,
ZPBP,0.1315800738862288,,
NPIPB6,0.1311708709158021,,
EMSY,0.1308344011926013,,
CDKN2B,0.1300549437609795,,
PINX1,0.1297947430473859,,
NKX1-2,0.1291632117480572,,
ZNF667,0.1288202384805053,,
TNXB,0.1287191048291977,,
RPS6KA4,0.1284599481802734,,
STAT1,0.1281303498311091,,
POFUT1,0.1278685776505897,,
TM9SF4,0.1277142777898656,,
ETS2,0.1266541402797765,,
IL26,0.1263243188341521,,
SH2D4B,0.1256614682481582,,
ACAP3,0.1253613577186396,,
CD244,0.1242784948393239,,
OR5AR1,0.1241312145168045,,
LEMD2,0.1237835115674092,,
ASB1,0.1234816219059166,,
MTMR3,0.1231424134601748,,
FBXL18,0.1230075221188135,,
PUSL1,0.1228266875036477,,
KCNH8,0.1221378874196593,,
ZBTB46,0.1211800369295405,,
DLEU7,0.1205219557060527,,
SDR42E1,0.1203394901179322,,
C5orf47,0.1196387350382309,,
FLNA,0.1191523983265687,,
PIM3,0.1190474799692693,,
CSF2,0.118767806238125,,
KRTCAP2,0.1187220000323031,,
ADAD1,0.118629287660111,,
UMODL1,0.1185253570598722,,
SFXN1,0.1184474636616967,,
COG6,0.1184278381766095,,
BRPF3,0.1182655534991045,,
CORO1A,0.1178859069633181,,
PTPRK,0.1175126640392875,,
IFNL1,0.1172178489059162,,
CATSPER3,0.1168843188502774,,
APOA4,0.1167092337780524,,
IL22RA2,0.1162932931508163,,
HLA-DQA2,0.1162506576953343,,
RPH3A,0.1159967932659188,,
NPIPB8,0.1151804529924716,,
PEDS1,0.1150479504683604,,
CXCR5,0.1143255569461096,,
PLCL2,0.1142287188866131,,
RNF123,0.1140166538726663,,
KPNA7,0.1138886011882896,,
MRPS27,0.113811691497997,,
MYO1D,0.1137982160751486,,
RGL2,0.1130224726486899,,
RIT1,0.1129464007466573,,
MMP24OS,0.112592770281181,,
SMC5,0.1123094815084046,,
MUC2,0.1121306270591808,,
LHFPL2,0.1120642935595478,,
RAVER1,0.1117787960188738,,
LRBA,0.1116033144259135,,
IL23A,0.1113863048707498,0.4532807037891531,0.6840677025067218
ENPEP,0.1109898761974562,,
GIGYF1,0.1109800619288811,,
ERN2,0.1109374453551077,,
ARFRP1,0.1109370350771021,,
LRRC3C,0.1107461117475646,,
DAGLB,0.1104417141315641,,
CEBPD,0.1104360420488949,,
DMBT1,0.1102360482893224,,
CFB,0.1101866082022881,,
CCHCR1,0.1098623465302331,,
DSG2,0.1098460387603113,,
EPB41L4A,0.1088494721405945,,
MLN,0.1078332012993031,,
ARHGEF2,0.1074619859478165,,
FLI1,0.1071636609788693,,
CLCNKB,0.1069063806839796,,
SCNN1D,0.1068580264832189,,
UBLCP1,0.1066031588741262,,
SMCR8,0.1065966598388522,,
PRXL2B,0.106058104831516,,
RAPGEF6,0.106035607895129,,
NOS3,0.1060235462737834,,
SUOX,0.1058270052829884,,
ADAMDEC1,0.1056028144592668,,
CAPN10,0.1053908175019656,,
ICAM2,0.1053321567737077,,
TCF7L2,0.1050877530519481,,
GPR25,0.1049377635770082,,
SP140L,0.1049068056388677,,
NUDT5,0.1044830674292186,,
C1QTNF12,0.1044256164315694,,
TPPP,0.103952004614333,,
PRKCD,0.1039324623344146,0.1240694709616217,0.1215861595223242
MTX1,0.1038165733167045,,
PID1,0.1031466537450795,,
KLF5,0.1030308982985706,,
TRIM58,0.1026308384180129,,
CDH17,0.1023235833516947,,
LCA5L,0.1022165369602475,,
YAP1,0.1018725134204092,,
INSR,0.1018725134204092,,
TLR9,0.1018725134204092,0.3732539914915649,0.5571685760110507
NFE2L2,0.1018725134204092,,
CLCNKA,0.1018725134204092,,
AAGAB,0.1015731996934599,,
SCNN1A,0.1012524105523828,,
SLC34A1,0.0998228853845903,,
HMX3,0.0992210005035721,,
CDKN2C,0.0991843117437697,,
THBS3,0.0986854307479339,,
SDF4,0.0976110757192422,,
RSBN1,0.0971983763172636,,
SGF29,0.0969607860241565,,
TUFM,0.0968983025764481,,
ZGLP1,0.0966629377435289,,
IFNL2,0.096362746755446,,
PTGFR,0.0962859237241611,,
GRHL3,0.0958049112355434,,
RAP1A,0.0957992311958508,,
BOLL,0.0957612224747256,,
TCF19,0.0956402942988382,,
NUPR1,0.0955896519264676,,
UBE2V1,0.0955857200898836,,
RSPH3,0.095529247339749,,
CDC42SE2,0.0953892114503074,,
DUSP29,0.0945920432320305,,
NELFB,0.0945483548604435,,
PLN,0.0938994876643483,,
SCGN,0.0937752214383989,,
SENP7,0.0936013751241683,,
MMP24,0.0929044332705637,,
EP300,0.0927028144176412,,
SYMPK,0.0925363326991142,,
SLX1A,0.0923708849515647,,
PLEKHH2,0.0923701719613735,,
GOLPH3L,0.0922789110990775,,
OR5B2,0.0921017343053975,,
ACTR1A,0.0917647642065063,,
HSD3B7,0.0916088550006627,,
FUBP1,0.0915551204004054,,
FNDC4,0.0913976699877576,,
CLK2,0.0912809288120418,,
FOSL1,0.0909502896094003,,
RNF145,0.0905873036651806,,
ACE2,0.0904492016306213,,
TNF,0.0904460490822439,0.646571871940984,0.9950171182364697
GATM,0.0897716615648855,,
MFSD4B,0.089656121829986,,
RC3H1,0.0888634171118388,,
HCN3,0.0881196707494971,,
CHST15,0.0880250269513262,,
GCA,0.0877208443606966,,
VCX3A,0.0877081866324219,,
KCP,0.0875798971440406,,
MFSD13A,0.0875230975666744,,
NFIL3,0.0874192433193532,,
AGR2,0.0872666647087494,,
PTGS2,0.0872500460834737,0.6341621767872678,0.9953854377943364
HSD17B3,0.0871407012601461,,
PDLIM4,0.0867756175890644,,
PTPN11,0.0862805742298307,,
LYPD8,0.0860885790796267,,
TNNI2,0.0852023898829688,,
ORMDL3,0.084796564922653,,
LCE3D,0.0845886769178507,,
LINGO4,0.0845553440891507,,
IL22,0.0844642108119859,,
STK11,0.0842520073720461,,
INSL6,0.0841628772548506,,
CSF2RB,0.0841188442921614,,
RFTN2,0.0838378928303807,,
GPA33,0.0837297797452482,,
CSF3,0.0833899044455884,,
EXD1,0.0832446867459755,,
LHPP,0.0831736607875288,,
RPL21,0.0827793002237559,,
ZNF646,0.0824375009873082,,
RIC3,0.082258484952163,,
ICAM1,0.0822104973852225,0.380271024810249,0.5554798793510184
H3C8,0.081905580056201,,
SLC12A9,0.0816315433273255,,
CEP76,0.0816272420492687,,
MUC13,0.0815605417388855,,
FDX2,0.0812948943298637,,
ENTR1,0.080955399105852,,
TVP23C,0.0808602172427662,,
TVP23C-CDRT4,0.0808602172427662,,
TVP23B,0.0808602172427662,,
LIME1,0.0804804871054038,,
C7,0.0804393426932735,,
CTIF,0.0803425971373928,,
RETNLB,0.0803079714050898,,
CRLF2,0.0802607790652615,,
DNLZ,0.0801229541563014,,
SAXO1,0.0800991760899995,,
COMMD7,0.0797875950682686,,
ITGB7,0.0793453621469303,0.621973997329329,0.9840991385525588
OR4F15,0.0792666878632309,,
FEN1,0.0792618852072489,,
ERCC6L2,0.0789756418649219,,
SIRPB1,0.078713001783566,,
INPP5D,0.0784399277235232,,
NLRP6,0.0780301712084976,,
YIPF6,0.0780282858779467,,
CXCR1,0.0775621688634019,,
SNN,0.0775107634861308,,
HMGXB4,0.0771444562361006,,
ZNRF1,0.0770120033147545,,
TRPV5,0.0767963764666535,,
SLC6A14,0.0765917384251896,,
CCL3,0.0764506336352348,,
IL4R,0.0761218303420994,0.1167869281271111,0.1215861595223242
GPAM,0.0760585471477485,,
OCA2,0.0758258286555318,,
TKTL1,0.0757871144246067,,
ANXA1,0.0757018081071098,,
OR5AK2,0.0755263178151779,,
